01;CLA;IPL3;201701;
1;J;1502756;4;EBT;
1;J;1502772;1;EBT;
1;J;1502806;6;EBT;
1;J;1502855;2;EBT;
1;J;1502905;1;EBT;
1;J;1502939;10;EBT;
1;J;1502954;5;EBT;
1;J;1503002;2;EBT;
1;J;1503044;3;EBT;
1;J;1503077;1;EBT;
1;J;1503093;3;EBT;
1;J;1503101;3;EBT;
1;J;1503200;4;EBT;
1;J;1503309;6;EBT;
1;J;1503408;1;EBT;
1;J;1503457;6;EBT;
1;J;1503606;21;EBT;
1;J;1503705;7;EBT;
1;J;1503754;19;EBT;
1;J;1503804;5;EBT;
1;J;1503903;12;EBT;
1;J;1504000;1;EBT;
1;J;1504059;5;EBT;
1;J;1504208;227;EBT;
1;J;1504422;97;EBT;
1;J;1504455;4;EBT;
1;J;1504703;4;EBT;
1;J;1504802;8;EBT;
1;J;1504901;5;EBT;
1;J;1504976;1;EBT;
1;J;1505007;1;EBT;
1;J;1505031;15;EBT;
1;J;1505064;7;EBT;
1;J;1505106;14;EBT;
1;J;1505304;16;EBT;
1;J;1505403;4;EBT;
1;J;1505437;7;EBT;
1;J;1505486;1;EBT;
1;J;1505502;42;EBT;
1;J;1505536;37;EBT;
1;J;1505601;1;EBT;
1;J;1505650;3;EBT;
1;J;1505700;2;EBT;
1;J;1505809;2;EBT;
1;J;1506104;2;EBT;
1;J;1506138;30;EBT;
1;J;1506161;3;EBT;
1;J;1506187;6;EBT;
1;J;1506195;2;EBT;
1;J;1506203;13;EBT;
1;J;1506302;3;EBT;
1;J;1506351;5;EBT;
1;J;1506500;11;EBT;
1;J;1506559;3;EBT;
1;J;1506609;5;EBT;
1;J;1506708;6;EBT;
1;J;1506807;108;EBT;
1;J;1507003;4;EBT;
1;J;1507102;6;EBT;
1;J;1507201;1;EBT;
1;J;1507300;6;EBT;
1;J;1507409;2;EBT;
1;J;1507458;5;EBT;
1;J;1507474;2;EBT;
1;J;1507607;6;EBT;
1;J;1507755;1;EBT;
1;J;1507904;8;EBT;
1;J;1507953;5;EBT;
1;J;1507979;4;EBT;
1;J;1508001;11;EBT;
1;J;1508035;2;EBT;
1;J;1508050;1;EBT;
1;J;1508084;14;EBT;
1;J;1508100;10;EBT;
1;J;1508126;2;EBT;
1;J;1508159;7;EBT;
1;J;1508209;10;EBT;
1;J;1508308;5;EBT;
1;J;1508357;1;EBT;
1;J;1508407;20;EBT;
1;J;1600055;1;EBT;
1;J;1600105;1;EBT;
1;J;1600212;2;EBT;
1;J;1600238;3;EBT;
1;J;1600279;9;EBT;
1;J;1600303;191;EBT;
1;J;1600402;3;EBT;
1;J;1600501;9;EBT;
1;J;1600535;1;EBT;
1;J;1600600;21;EBT;
1;J;1600709;1;EBT;
1;J;1600808;1;EBT;
1;J;1700301;3;EBT;
1;J;1700350;3;EBT;
1;J;1700400;4;EBT;
1;J;1700707;9;EBT;
1;J;1701002;1;EBT;
1;J;1702000;4;EBT;
1;J;1702109;110;EBT;
1;J;1702208;5;EBT;
1;J;1702307;2;EBT;
1;J;1702554;3;EBT;
1;J;1703701;1;EBT;
1;J;1703867;1;EBT;
1;J;1705508;19;EBT;
1;J;1706100;3;EBT;
1;J;1706506;2;EBT;
1;J;1707009;6;EBT;
1;J;1707108;3;EBT;
1;J;1707553;3;EBT;
1;J;1707652;2;EBT;
1;J;1707702;1;EBT;
1;J;1708205;2;EBT;
1;J;1709302;15;EBT;
1;J;1709500;44;EBT;
1;J;1711902;1;EBT;
1;J;1713205;13;EBT;
1;J;1713304;11;EBT;
1;J;1714203;4;EBT;
1;J;1714302;1;EBT;
1;J;1714880;8;EBT;
1;J;1715754;2;EBT;
1;J;1716109;27;EBT;
1;J;1716208;2;EBT;
1;J;1716505;4;EBT;
1;J;1716604;2;EBT;
1;J;1716703;2;EBT;
1;J;1717503;1;EBT;
1;J;1718204;46;EBT;
1;J;1718402;1;EBT;
1;J;1718451;1;EBT;
1;J;1718865;2;EBT;
1;J;1720499;1;EBT;
1;J;1720655;3;EBT;
1;J;1721000;377;EBT;
1;J;1721208;7;EBT;
1;J;1722081;3;EBT;
1;J;1722107;3;EBT;
1;J;2100055;8;EBT;
1;J;2100154;1;EBT;
1;J;2100204;5;EBT;
1;J;2100303;1;EBT;
1;J;2100402;1;EBT;
1;J;2100436;1;EBT;
1;J;2100477;1;EBT;
1;J;2100501;5;EBT;
1;J;2100600;2;EBT;
1;J;2100709;1;EBT;
1;J;2100808;1;EBT;
1;J;2100832;1;EBT;
1;J;2100873;1;EBT;
1;J;2100907;2;EBT;
1;J;2100956;2;EBT;
1;J;2101004;3;EBT;
1;J;2101103;1;EBT;
1;J;2101202;14;EBT;
1;J;2101251;5;EBT;
1;J;2101301;1;EBT;
1;J;2101400;23;EBT;
1;J;2101509;3;EBT;
1;J;2101608;4;EBT;
1;J;2101707;7;EBT;
1;J;2101772;1;EBT;
1;J;2101905;1;EBT;
1;J;2101970;3;EBT;
1;J;2102002;1;EBT;
1;J;2102036;1;EBT;
1;J;2102077;1;EBT;
1;J;2102101;1;EBT;
1;J;2102150;1;EBT;
1;J;2102200;1;EBT;
1;J;2102309;3;EBT;
1;J;2102408;1;EBT;
1;J;2102507;1;EBT;
1;J;2102606;1;EBT;
1;J;2102705;2;EBT;
1;J;2102754;1;EBT;
1;J;2102804;7;EBT;
1;J;2103000;44;EBT;
1;J;2103125;1;EBT;
1;J;2103208;2;EBT;
1;J;2103307;7;EBT;
1;J;2103406;2;EBT;
1;J;2103505;1;EBT;
1;J;2103554;1;EBT;
1;J;2103604;3;EBT;
1;J;2103703;3;EBT;
1;J;2103802;1;EBT;
1;J;2104008;1;EBT;
1;J;2104057;10;EBT;
1;J;2104107;2;EBT;
1;J;2104206;1;EBT;
1;J;2104404;1;EBT;
1;J;2104503;1;EBT;
1;J;2104552;1;EBT;
1;J;2104602;1;EBT;
1;J;2104677;3;EBT;
1;J;2104701;1;EBT;
1;J;2104800;4;EBT;
1;J;2104909;1;EBT;
1;J;2105005;1;EBT;
1;J;2105104;1;EBT;
1;J;2105153;1;EBT;
1;J;2105203;1;EBT;
1;J;2105302;105;EBT;
1;J;2105351;1;EBT;
1;J;2105401;2;EBT;
1;J;2105427;3;EBT;
1;J;2105500;2;EBT;
1;J;2105609;1;EBT;
1;J;2105708;2;EBT;
1;J;2105807;1;EBT;
1;J;2105906;1;EBT;
1;J;2105948;1;EBT;
1;J;2105989;1;EBT;
1;J;2106102;2;EBT;
1;J;2106300;1;EBT;
1;J;2106326;2;EBT;
1;J;2106409;1;EBT;
1;J;2106508;2;EBT;
1;J;2106607;1;EBT;
1;J;2106706;2;EBT;
1;J;2106755;6;EBT;
1;J;2106904;1;EBT;
1;J;2107001;1;EBT;
1;J;2107100;2;EBT;
1;J;2107209;1;EBT;
1;J;2107357;3;EBT;
1;J;2107407;1;EBT;
1;J;2107456;1;EBT;
1;J;2107506;4;EBT;
1;J;2107605;1;EBT;
1;J;2107704;2;EBT;
1;J;2107803;2;EBT;
1;J;2107902;1;EBT;
1;J;2108009;2;EBT;
1;J;2108058;1;EBT;
1;J;2108108;1;EBT;
1;J;2108207;2;EBT;
1;J;2108256;1;EBT;
1;J;2108306;2;EBT;
1;J;2108405;1;EBT;
1;J;2108454;3;EBT;
1;J;2108504;2;EBT;
1;J;2108603;5;EBT;
1;J;2108702;1;EBT;
1;J;2108801;1;EBT;
1;J;2108900;1;EBT;
1;J;2109007;3;EBT;
1;J;2109106;5;EBT;
1;J;2109205;1;EBT;
1;J;2109239;1;EBT;
1;J;2109270;1;EBT;
1;J;2109304;1;EBT;
1;J;2109502;1;EBT;
1;J;2109601;6;EBT;
1;J;2109809;1;EBT;
1;J;2109908;18;EBT;
1;J;2110005;2;EBT;
1;J;2110039;2;EBT;
1;J;2110104;2;EBT;
1;J;2110203;2;EBT;
1;J;2110237;1;EBT;
1;J;2110302;7;EBT;
1;J;2110401;2;EBT;
1;J;2110500;2;EBT;
1;J;2110609;1;EBT;
1;J;2110708;1;EBT;
1;J;2110906;1;EBT;
1;J;2111003;1;EBT;
1;J;2111078;1;EBT;
1;J;2111102;3;EBT;
1;J;2111201;26;EBT;
1;J;2111300;648;EBT;
1;J;2111409;2;EBT;
1;J;2111508;5;EBT;
1;J;2111607;2;EBT;
1;J;2111706;1;EBT;
1;J;2111722;1;EBT;
1;J;2111763;1;EBT;
1;J;2111789;1;EBT;
1;J;2111805;1;EBT;
1;J;2112001;1;EBT;
1;J;2112100;1;EBT;
1;J;2112209;21;EBT;
1;J;2112233;1;EBT;
1;J;2112506;2;EBT;
1;J;2112605;2;EBT;
1;J;2112704;2;EBT;
1;J;2112803;2;EBT;
1;J;2112902;2;EBT;
1;J;2114007;5;EBT;
1;J;2200053;1;EBT;
1;J;2200103;1;EBT;
1;J;2200202;1;EBT;
1;J;2200277;1;EBT;
1;J;2200301;1;EBT;
1;J;2200400;3;EBT;
1;J;2200509;1;EBT;
1;J;2200608;1;EBT;
1;J;2200707;1;EBT;
1;J;2200905;1;EBT;
1;J;2200954;1;EBT;
1;J;2201002;1;EBT;
1;J;2201051;1;EBT;
1;J;2201200;2;EBT;
1;J;2201309;1;EBT;
1;J;2201408;2;EBT;
1;J;2201507;3;EBT;
1;J;2201606;1;EBT;
1;J;2201705;1;EBT;
1;J;2201804;1;EBT;
1;J;2201903;2;EBT;
1;J;2201929;1;EBT;
1;J;2201945;2;EBT;
1;J;2201960;1;EBT;
1;J;2202000;5;EBT;
1;J;2202026;1;EBT;
1;J;2202059;2;EBT;
1;J;2202075;1;EBT;
1;J;2202083;1;EBT;
1;J;2202109;1;EBT;
1;J;2202117;1;EBT;
1;J;2202133;1;EBT;
1;J;2202174;1;EBT;
1;J;2202208;6;EBT;
1;J;2202307;1;EBT;
1;J;2202406;3;EBT;
1;J;2202455;1;EBT;
1;J;2202505;2;EBT;
1;J;2202539;1;EBT;
1;J;2202604;1;EBT;
1;J;2202703;2;EBT;
1;J;2202711;1;EBT;
1;J;2202729;2;EBT;
1;J;2202737;1;EBT;
1;J;2202752;1;EBT;
1;J;2202802;1;EBT;
1;J;2202851;1;EBT;
1;J;2202901;10;EBT;
1;J;2203008;1;EBT;
1;J;2203107;1;EBT;
1;J;2203206;2;EBT;
1;J;2203255;1;EBT;
1;J;2203305;3;EBT;
1;J;2203354;1;EBT;
1;J;2203420;1;EBT;
1;J;2203453;1;EBT;
1;J;2203503;1;EBT;
1;J;2203602;1;EBT;
1;J;2203701;5;EBT;
1;J;2203800;1;EBT;
1;J;2203909;12;EBT;
1;J;2204006;1;EBT;
1;J;2204105;1;EBT;
1;J;2204303;2;EBT;
1;J;2204402;1;EBT;
1;J;2204501;1;EBT;
1;J;2204600;1;EBT;
1;J;2204659;1;EBT;
1;J;2204907;1;EBT;
1;J;2205003;1;EBT;
1;J;2205151;1;EBT;
1;J;2205201;1;EBT;
1;J;2205276;1;EBT;
1;J;2205508;2;EBT;
1;J;2205540;1;EBT;
1;J;2205557;2;EBT;
1;J;2205565;2;EBT;
1;J;2205573;1;EBT;
1;J;2205607;1;EBT;
1;J;2205706;1;EBT;
1;J;2205805;2;EBT;
1;J;2205904;1;EBT;
1;J;2205953;1;EBT;
1;J;2206001;1;EBT;
1;J;2206100;1;EBT;
1;J;2206209;1;EBT;
1;J;2206308;1;EBT;
1;J;2206407;1;EBT;
1;J;2206506;1;EBT;
1;J;2206605;1;EBT;
1;J;2206704;1;EBT;
1;J;2206753;1;EBT;
1;J;2206803;1;EBT;
1;J;2207009;2;EBT;
1;J;2207108;1;EBT;
1;J;2207207;1;EBT;
1;J;2207306;1;EBT;
1;J;2207405;1;EBT;
1;J;2207603;1;EBT;
1;J;2207702;26;EBT;
1;J;2207934;1;EBT;
1;J;2207959;1;EBT;
1;J;2208007;26;EBT;
1;J;2208205;1;EBT;
1;J;2208304;2;EBT;
1;J;2208403;18;EBT;
1;J;2208502;1;EBT;
1;J;2208601;1;EBT;
1;J;2208700;1;EBT;
1;J;2209104;1;EBT;
1;J;2209203;1;EBT;
1;J;2209302;1;EBT;
1;J;2209377;1;EBT;
1;J;2209401;2;EBT;
1;J;2209500;1;EBT;
1;J;2209609;1;EBT;
1;J;2209658;1;EBT;
1;J;2209708;1;EBT;
1;J;2209906;1;EBT;
1;J;2209971;2;EBT;
1;J;2210003;2;EBT;
1;J;2210052;2;EBT;
1;J;2210102;1;EBT;
1;J;2210201;1;EBT;
1;J;2210300;1;EBT;
1;J;2210375;1;EBT;
1;J;2210383;1;EBT;
1;J;2210391;1;EBT;
1;J;2210409;1;EBT;
1;J;2210508;1;EBT;
1;J;2210607;5;EBT;
1;J;2210805;1;EBT;
1;J;2211001;512;EBT;
1;J;2211100;1;EBT;
1;J;2211209;1;EBT;
1;J;2211308;2;EBT;
1;J;2300101;2;EBT;
1;J;2300150;3;EBT;
1;J;2300200;5;EBT;
1;J;2300309;4;EBT;
1;J;2300408;4;EBT;
1;J;2300507;2;EBT;
1;J;2300705;2;EBT;
1;J;2300754;2;EBT;
1;J;2300804;2;EBT;
1;J;2301000;29;EBT;
1;J;2301109;14;EBT;
1;J;2301208;2;EBT;
1;J;2301257;3;EBT;
1;J;2301307;2;EBT;
1;J;2301406;2;EBT;
1;J;2301505;2;EBT;
1;J;2301703;3;EBT;
1;J;2301802;2;EBT;
1;J;2301851;1;EBT;
1;J;2301901;14;EBT;
1;J;2301950;1;EBT;
1;J;2302008;1;EBT;
1;J;2302057;2;EBT;
1;J;2302107;4;EBT;
1;J;2302206;3;EBT;
1;J;2302305;1;EBT;
1;J;2302404;4;EBT;
1;J;2302503;3;EBT;
1;J;2302602;6;EBT;
1;J;2302701;4;EBT;
1;J;2302800;5;EBT;
1;J;2302909;2;EBT;
1;J;2303006;2;EBT;
1;J;2303105;2;EBT;
1;J;2303204;2;EBT;
1;J;2303303;2;EBT;
1;J;2303402;2;EBT;
1;J;2303501;6;EBT;
1;J;2303600;2;EBT;
1;J;2303659;2;EBT;
1;J;2303709;46;EBT;
1;J;2303808;2;EBT;
1;J;2303907;3;EBT;
1;J;2303931;2;EBT;
1;J;2303956;4;EBT;
1;J;2304004;2;EBT;
1;J;2304103;5;EBT;
1;J;2304202;18;EBT;
1;J;2304236;3;EBT;
1;J;2304251;2;EBT;
1;J;2304269;2;EBT;
1;J;2304277;2;EBT;
1;J;2304285;43;EBT;
1;J;2304301;2;EBT;
1;J;2304350;2;EBT;
1;J;2304400;768;EBT;
1;J;2304459;2;EBT;
1;J;2304509;1;EBT;
1;J;2304608;1;EBT;
1;J;2304657;1;EBT;
1;J;2304707;3;EBT;
1;J;2304806;2;EBT;
1;J;2304905;2;EBT;
1;J;2304954;2;EBT;
1;J;2305001;3;EBT;
1;J;2305100;1;EBT;
1;J;2305209;2;EBT;
1;J;2305233;16;EBT;
1;J;2305266;2;EBT;
1;J;2305308;3;EBT;
1;J;2305332;2;EBT;
1;J;2305357;2;EBT;
1;J;2305407;6;EBT;
1;J;2305506;6;EBT;
1;J;2305605;2;EBT;
1;J;2305654;2;EBT;
1;J;2305704;3;EBT;
1;J;2305803;3;EBT;
1;J;2305902;3;EBT;
1;J;2306009;3;EBT;
1;J;2306108;4;EBT;
1;J;2306207;2;EBT;
1;J;2306256;3;EBT;
1;J;2306306;1;EBT;
1;J;2306405;8;EBT;
1;J;2306504;2;EBT;
1;J;2306553;5;EBT;
1;J;2306603;3;EBT;
1;J;2306702;2;EBT;
1;J;2306801;2;EBT;
1;J;2306900;2;EBT;
1;J;2307007;5;EBT;
1;J;2307106;2;EBT;
1;J;2307205;2;EBT;
1;J;2307254;4;EBT;
1;J;2307304;46;EBT;
1;J;2307403;2;EBT;
1;J;2307502;1;EBT;
1;J;2307601;6;EBT;
1;J;2307635;2;EBT;
1;J;2307650;89;EBT;
1;J;2307700;6;EBT;
1;J;2307809;2;EBT;
1;J;2307908;2;EBT;
1;J;2308005;2;EBT;
1;J;2308104;2;EBT;
1;J;2308203;2;EBT;
1;J;2308302;3;EBT;
1;J;2308351;2;EBT;
1;J;2308377;3;EBT;
1;J;2308500;2;EBT;
1;J;2308609;2;EBT;
1;J;2308708;2;EBT;
1;J;2308807;2;EBT;
1;J;2308906;2;EBT;
1;J;2309003;2;EBT;
1;J;2309201;2;EBT;
1;J;2309300;3;EBT;
1;J;2309409;2;EBT;
1;J;2309458;1;EBT;
1;J;2309508;3;EBT;
1;J;2309607;7;EBT;
1;J;2309706;11;EBT;
1;J;2309805;2;EBT;
1;J;2309904;2;EBT;
1;J;2310001;1;EBT;
1;J;2310100;3;EBT;
1;J;2310209;3;EBT;
1;J;2310258;2;EBT;
1;J;2310308;4;EBT;
1;J;2310407;2;EBT;
1;J;2310506;3;EBT;
1;J;2310605;2;EBT;
1;J;2310704;3;EBT;
1;J;2310803;3;EBT;
1;J;2310852;2;EBT;
1;J;2310902;2;EBT;
1;J;2310951;1;EBT;
1;J;2311009;2;EBT;
1;J;2311108;2;EBT;
1;J;2311207;3;EBT;
1;J;2311231;2;EBT;
1;J;2311264;2;EBT;
1;J;2311306;6;EBT;
1;J;2311355;1;EBT;
1;J;2311405;3;EBT;
1;J;2311504;3;EBT;
1;J;2311603;4;EBT;
1;J;2311702;2;EBT;
1;J;2311801;21;EBT;
1;J;2311900;2;EBT;
1;J;2311959;1;EBT;
1;J;2312007;3;EBT;
1;J;2312106;2;EBT;
1;J;2312205;5;EBT;
1;J;2312304;3;EBT;
1;J;2312403;14;EBT;
1;J;2312502;1;EBT;
1;J;2312601;2;EBT;
1;J;2312700;6;EBT;
1;J;2312809;2;EBT;
1;J;2312908;66;EBT;
1;J;2313005;2;EBT;
1;J;2313104;2;EBT;
1;J;2313203;4;EBT;
1;J;2313252;2;EBT;
1;J;2313302;7;EBT;
1;J;2313351;2;EBT;
1;J;2313401;14;EBT;
1;J;2313500;2;EBT;
1;J;2313559;2;EBT;
1;J;2313609;5;EBT;
1;J;2313708;1;EBT;
1;J;2313757;2;EBT;
1;J;2313807;5;EBT;
1;J;2313906;2;EBT;
1;J;2313955;2;EBT;
1;J;2314003;3;EBT;
1;J;2314102;4;EBT;
1;J;2400109;9;EBT;
1;J;2400208;7;EBT;
1;J;2400307;2;EBT;
1;J;2400406;2;EBT;
1;J;2400505;2;EBT;
1;J;2400604;1;EBT;
1;J;2400703;4;EBT;
1;J;2400802;5;EBT;
1;J;2400901;2;EBT;
1;J;2401008;2;EBT;
1;J;2401107;3;EBT;
1;J;2401206;1;EBT;
1;J;2401305;1;EBT;
1;J;2401404;2;EBT;
1;J;2401453;3;EBT;
1;J;2401503;2;EBT;
1;J;2401602;2;EBT;
1;J;2401651;2;EBT;
1;J;2401701;1;EBT;
1;J;2401800;1;EBT;
1;J;2401909;2;EBT;
1;J;2402006;4;EBT;
1;J;2402105;3;EBT;
1;J;2402204;3;EBT;
1;J;2402303;3;EBT;
1;J;2402402;3;EBT;
1;J;2402501;2;EBT;
1;J;2402600;4;EBT;
1;J;2402709;3;EBT;
1;J;2402808;2;EBT;
1;J;2402907;2;EBT;
1;J;2403004;2;EBT;
1;J;2403103;10;EBT;
1;J;2403202;2;EBT;
1;J;2403251;83;EBT;
1;J;2403301;2;EBT;
1;J;2403400;2;EBT;
1;J;2403509;1;EBT;
1;J;2403608;2;EBT;
1;J;2403707;3;EBT;
1;J;2403756;2;EBT;
1;J;2403806;2;EBT;
1;J;2403905;2;EBT;
1;J;2404002;2;EBT;
1;J;2404101;2;EBT;
1;J;2404200;4;EBT;
1;J;2404309;2;EBT;
1;J;2404408;2;EBT;
1;J;2404507;5;EBT;
1;J;2404606;1;EBT;
1;J;2404705;4;EBT;
1;J;2404804;2;EBT;
1;J;2404853;2;EBT;
1;J;2404903;2;EBT;
1;J;2405009;3;EBT;
1;J;2405108;2;EBT;
1;J;2405207;2;EBT;
1;J;2405306;1;EBT;
1;J;2405405;2;EBT;
1;J;2405504;2;EBT;
1;J;2405603;2;EBT;
1;J;2405702;2;EBT;
1;J;2405801;4;EBT;
1;J;2405900;2;EBT;
1;J;2406007;2;EBT;
1;J;2406106;2;EBT;
1;J;2406155;2;EBT;
1;J;2406205;2;EBT;
1;J;2406304;1;EBT;
1;J;2406403;2;EBT;
1;J;2406502;3;EBT;
1;J;2406601;1;EBT;
1;J;2406700;3;EBT;
1;J;2406809;2;EBT;
1;J;2406908;1;EBT;
1;J;2407005;1;EBT;
1;J;2407104;30;EBT;
1;J;2407203;4;EBT;
1;J;2407252;2;EBT;
1;J;2407302;2;EBT;
1;J;2407401;4;EBT;
1;J;2407500;1;EBT;
1;J;2407609;2;EBT;
1;J;2407708;1;EBT;
1;J;2407807;1;EBT;
1;J;2407906;1;EBT;
1;J;2408003;124;EBT;
1;J;2408102;338;EBT;
1;J;2408201;2;EBT;
1;J;2408300;3;EBT;
1;J;2408409;2;EBT;
1;J;2408508;2;EBT;
1;J;2408607;2;EBT;
1;J;2408706;1;EBT;
1;J;2408805;1;EBT;
1;J;2408904;2;EBT;
1;J;2408953;4;EBT;
1;J;2409100;2;EBT;
1;J;2409209;2;EBT;
1;J;2409308;2;EBT;
1;J;2409332;2;EBT;
1;J;2409407;1;EBT;
1;J;2409506;2;EBT;
1;J;2409605;1;EBT;
1;J;2409704;3;EBT;
1;J;2409803;2;EBT;
1;J;2409902;3;EBT;
1;J;2410009;2;EBT;
1;J;2410108;1;EBT;
1;J;2410207;4;EBT;
1;J;2410256;1;EBT;
1;J;2410306;2;EBT;
1;J;2410405;2;EBT;
1;J;2410504;2;EBT;
1;J;2410603;1;EBT;
1;J;2410702;2;EBT;
1;J;2410801;1;EBT;
1;J;2410900;2;EBT;
1;J;2411007;2;EBT;
1;J;2411056;1;EBT;
1;J;2411106;2;EBT;
1;J;2411205;5;EBT;
1;J;2411403;2;EBT;
1;J;2411429;2;EBT;
1;J;2411502;3;EBT;
1;J;2411601;3;EBT;
1;J;2411700;1;EBT;
1;J;2411809;2;EBT;
1;J;2411908;2;EBT;
1;J;2412005;34;EBT;
1;J;2412104;2;EBT;
1;J;2412203;11;EBT;
1;J;2412302;1;EBT;
1;J;2412401;2;EBT;
1;J;2412500;1;EBT;
1;J;2412559;1;EBT;
1;J;2412609;1;EBT;
1;J;2412708;1;EBT;
1;J;2412807;2;EBT;
1;J;2412906;1;EBT;
1;J;2413003;2;EBT;
1;J;2413102;2;EBT;
1;J;2413201;1;EBT;
1;J;2413300;1;EBT;
1;J;2413359;2;EBT;
1;J;2413409;3;EBT;
1;J;2413508;2;EBT;
1;J;2413557;2;EBT;
1;J;2413607;2;EBT;
1;J;2413706;1;EBT;
1;J;2413805;2;EBT;
1;J;2413904;1;EBT;
1;J;2414001;2;EBT;
1;J;2414100;1;EBT;
1;J;2414159;2;EBT;
1;J;2414209;1;EBT;
1;J;2414308;2;EBT;
1;J;2414407;2;EBT;
1;J;2414456;2;EBT;
1;J;2414506;3;EBT;
1;J;2414605;3;EBT;
1;J;2414704;2;EBT;
1;J;2414753;2;EBT;
1;J;2414803;1;EBT;
1;J;2414902;2;EBT;
1;J;2415008;2;EBT;
1;J;2500106;4;EBT;
1;J;2500205;3;EBT;
1;J;2500304;5;EBT;
1;J;2500403;3;EBT;
1;J;2500502;5;EBT;
